date,name,value
1982-01-01,Carburants,183720
1982-01-01,Electricité,132230
1982-01-01,Gaz,35830
1982-01-01,Charbon,17790
1982-01-01,Energie du bois,24930
1982-01-01,Chaleur à distance,8430
1982-01-01,Déchets industriels,4880
1982-01-01,Carburants biogènes,0
1982-01-01,Biogaz,0
1982-01-01,Soleil,0
1982-01-01,Chaleur ambiante,0
1983-01-01,Combustibles,268480
1983-01-01,Carburants,191710
1983-01-01,Electricité,136690
1983-01-01,Gaz,39920
1983-01-01,Charbon,15340
1983-01-01,Energie du bois,25340
1983-01-01,Chaleur à distance,8610
1983-01-01,Déchets industriels,5160
1983-01-01,Carburants biogènes,0
1983-01-01,Biogaz,0
1983-01-01,Soleil,0
1983-01-01,Chaleur ambiante,0
1984-01-01,Combustibles,272330
1984-01-01,Carburants,198910
1984-01-01,Electricité,142790
1984-01-01,Gaz,45410
1984-01-01,Charbon,19770
1984-01-01,Energie du bois,26560
1984-01-01,Chaleur à distance,9210
1984-01-01,Déchets industriels,6280
1984-01-01,Carburants biogènes,0
1984-01-01,Biogaz,0
1984-01-01,Soleil,0
1984-01-01,Chaleur ambiante,0
1985-01-01,Combustibles,270780
1985-01-01,Carburants,201050
1985-01-01,Electricité,148760
1985-01-01,Gaz,47660
1985-01-01,Charbon,19790
1985-01-01,Energie du bois,27030
1985-01-01,Chaleur à distance,9430
1985-01-01,Déchets industriels,6400
1985-01-01,Carburants biogènes,0
1985-01-01,Biogaz,0
1985-01-01,Soleil,0
1985-01-01,Chaleur ambiante,0
1986-01-01,Combustibles,274260
1986-01-01,Carburants,210300
1986-01-01,Electricité,152450
1986-01-01,Gaz,48980
1986-01-01,Charbon,17200
1986-01-01,Energie du bois,26290
1986-01-01,Chaleur à distance,9860
1986-01-01,Déchets industriels,6530
1986-01-01,Carburants biogènes,0
1986-01-01,Biogaz,0
1986-01-01,Soleil,0
1986-01-01,Chaleur ambiante,0
1987-01-01,Combustibles,268440
1987-01-01,Carburants,216880
1987-01-01,Electricité,156930
1987-01-01,Gaz,52820
1987-01-01,Charbon,16420
1987-01-01,Energie du bois,26380
1987-01-01,Chaleur à distance,11250
1987-01-01,Déchets industriels,6560
1987-01-01,Carburants biogènes,0
1987-01-01,Biogaz,0
1987-01-01,Soleil,0
1987-01-01,Chaleur ambiante,0
1988-01-01,Combustibles,261760
1988-01-01,Carburants,227300
1988-01-01,Electricité,159580
1988-01-01,Gaz,53800
1988-01-01,Charbon,14030
1988-01-01,Energie du bois,25010
1988-01-01,Chaleur à distance,10720
1988-01-01,Déchets industriels,6590
1988-01-01,Carburants biogènes,0
1988-01-01,Biogaz,0
1988-01-01,Soleil,0
1988-01-01,Chaleur ambiante,0
1989-01-01,Combustibles,247020
1989-01-01,Carburants,236010
1989-01-01,Electricité,163810
1989-01-01,Gaz,58830
1989-01-01,Charbon,14010
1989-01-01,Energie du bois,24870
1989-01-01,Chaleur à distance,10780
1989-01-01,Déchets industriels,6640
1989-01-01,Carburants biogènes,0
1989-01-01,Biogaz,0
1989-01-01,Soleil,0
1989-01-01,Chaleur ambiante,0
1990-01-01,Combustibles,243600
1990-01-01,Carburants,253220
1990-01-01,Electricité,167680
1990-01-01,Gaz,63640
1990-01-01,Charbon,14360
1990-01-01,Energie du bois,28650
1990-01-01,Chaleur à distance,10420
1990-01-01,Déchets industriels,8680
1990-01-01,Carburants biogènes,0
1990-01-01,Biogaz,1120
1990-01-01,Soleil,110
1990-01-01,Chaleur ambiante,2870
1991-01-01,Combustibles,261650
1991-01-01,Carburants,258940
1991-01-01,Electricité,171310
1991-01-01,Gaz,71450
1991-01-01,Charbon,12540
1991-01-01,Energie du bois,31570
1991-01-01,Chaleur à distance,12090
1991-01-01,Déchets industriels,10740
1991-01-01,Carburants biogènes,0
1991-01-01,Biogaz,1130
1991-01-01,Soleil,140
1991-01-01,Chaleur ambiante,3330
1992-01-01,Combustibles,257870
1992-01-01,Carburants,265890
1992-01-01,Electricité,172320
1992-01-01,Gaz,75360
1992-01-01,Charbon,8660
1992-01-01,Energie du bois,30610
1992-01-01,Chaleur à distance,11970
1992-01-01,Déchets industriels,10720
1992-01-01,Carburants biogènes,0
1992-01-01,Biogaz,1180
1992-01-01,Soleil,170
1992-01-01,Chaleur ambiante,3270
1993-01-01,Combustibles,245520
1993-01-01,Carburants,253490
1993-01-01,Electricité,170060
1993-01-01,Gaz,79320
1993-01-01,Charbon,7280
1993-01-01,Energie du bois,30720
1993-01-01,Chaleur à distance,11310
1993-01-01,Déchets industriels,11960
1993-01-01,Carburants biogènes,0
1993-01-01,Biogaz,1220
1993-01-01,Soleil,200
1993-01-01,Chaleur ambiante,3390
1994-01-01,Combustibles,228480
1994-01-01,Carburants,257470
1994-01-01,Electricité,168830
1994-01-01,Gaz,78060
1994-01-01,Charbon,7350
1994-01-01,Energie du bois,28670
1994-01-01,Chaleur à distance,11280
1994-01-01,Déchets industriels,10110
1994-01-01,Carburants biogènes,0
1994-01-01,Biogaz,1250
1994-01-01,Soleil,250
1994-01-01,Chaleur ambiante,3290
1995-01-01,Combustibles,237680
1995-01-01,Carburants,256360
1995-01-01,Electricité,172380
1995-01-01,Gaz,86000
1995-01-01,Charbon,7920
1995-01-01,Energie du bois,30640
1995-01-01,Chaleur à distance,11970
1995-01-01,Déchets industriels,10440
1995-01-01,Carburants biogènes,0
1995-01-01,Biogaz,1270
1995-01-01,Soleil,300
1995-01-01,Chaleur ambiante,3670
1996-01-01,Combustibles,243540
1996-01-01,Carburants,259080
1996-01-01,Electricité,175290
1996-01-01,Gaz,92320
1996-01-01,Charbon,5960
1996-01-01,Energie du bois,33670
1996-01-01,Chaleur à distance,12480
1996-01-01,Déchets industriels,11110
1996-01-01,Carburants biogènes,0
1996-01-01,Biogaz,1320
1996-01-01,Soleil,350
1996-01-01,Chaleur ambiante,4070
1997-01-01,Combustibles,228100
1997-01-01,Carburants,268890
1997-01-01,Electricité,175000
1997-01-01,Gaz,88550
1997-01-01,Charbon,4590
1997-01-01,Energie du bois,29620
1997-01-01,Chaleur à distance,12980
1997-01-01,Déchets industriels,10090
1997-01-01,Carburants biogènes,60
1997-01-01,Biogaz,1320
1997-01-01,Soleil,400
1997-01-01,Chaleur ambiante,3880
1998-01-01,Combustibles,239750
1998-01-01,Carburants,274460
1998-01-01,Electricité,178630
1998-01-01,Gaz,91550
1998-01-01,Charbon,3810
1998-01-01,Energie du bois,30140
1998-01-01,Chaleur à distance,13250
1998-01-01,Déchets industriels,10320
1998-01-01,Carburants biogènes,50
1998-01-01,Biogaz,1360
1998-01-01,Soleil,460
1998-01-01,Chaleur ambiante,4190
1999-01-01,Combustibles,227680
1999-01-01,Carburants,286920
1999-01-01,Electricité,184370
1999-01-01,Gaz,92840
1999-01-01,Charbon,3960
1999-01-01,Energie du bois,29810
1999-01-01,Chaleur à distance,13210
1999-01-01,Déchets industriels,8930
1999-01-01,Carburants biogènes,50
1999-01-01,Biogaz,1400
1999-01-01,Soleil,510
1999-01-01,Chaleur ambiante,4330
2000-01-01,Combustibles,208430
2000-01-01,Carburants,293370
2000-01-01,Electricité,188540
2000-01-01,Gaz,93160
2000-01-01,Charbon,5770
2000-01-01,Energie du bois,28130
2000-01-01,Chaleur à distance,13180
2000-01-01,Déchets industriels,10440
2000-01-01,Carburants biogènes,60
2000-01-01,Biogaz,1400
2000-01-01,Soleil,560
2000-01-01,Chaleur ambiante,4310
2001-01-01,Combustibles,226750
2001-01-01,Carburants,285870
2001-01-01,Electricité,193500
2001-01-01,Gaz,97020
2001-01-01,Charbon,6030
2001-01-01,Energie du bois,29900
2001-01-01,Chaleur à distance,13900
2001-01-01,Déchets industriels,10450
2001-01-01,Carburants biogènes,60
2001-01-01,Biogaz,1440
2001-01-01,Soleil,600
2001-01-01,Chaleur ambiante,4670
2002-01-01,Combustibles,208240
2002-01-01,Carburants,279810
2002-01-01,Electricité,194500
2002-01-01,Gaz,94860
2002-01-01,Charbon,5560
2002-01-01,Energie du bois,28690
2002-01-01,Chaleur à distance,14020
2002-01-01,Déchets industriels,10190
2002-01-01,Carburants biogènes,60
2002-01-01,Biogaz,1440
2002-01-01,Soleil,640
2002-01-01,Chaleur ambiante,4790
2003-01-01,Combustibles,218430
2003-01-01,Carburants,276640
2003-01-01,Electricité,198440
2003-01-01,Gaz,99980
2003-01-01,Charbon,5710
2003-01-01,Energie du bois,30740
2003-01-01,Chaleur à distance,14590
2003-01-01,Déchets industriels,11060
2003-01-01,Carburants biogènes,80
2003-01-01,Biogaz,1420
2003-01-01,Soleil,680
2003-01-01,Chaleur ambiante,5240
2004-01-01,Combustibles,215460
2004-01-01,Carburants,275420
2004-01-01,Electricité,202220
2004-01-01,Gaz,103430
2004-01-01,Charbon,5420
2004-01-01,Energie du bois,30590
2004-01-01,Chaleur à distance,14770
2004-01-01,Déchets industriels,10980
2004-01-01,Carburants biogènes,120
2004-01-01,Biogaz,1440
2004-01-01,Soleil,720
2004-01-01,Chaleur ambiante,5510
2005-01-01,Combustibles,215720
2005-01-01,Carburants,277500
2005-01-01,Electricité,206390
2005-01-01,Gaz,106460
2005-01-01,Charbon,6040
2005-01-01,Energie du bois,31890
2005-01-01,Chaleur à distance,15240
2005-01-01,Déchets industriels,10880
2005-01-01,Carburants biogènes,240
2005-01-01,Biogaz,1420
2005-01-01,Soleil,770
2005-01-01,Chaleur ambiante,6090
2006-01-01,Combustibles,207680
2006-01-01,Carburants,281300
2006-01-01,Electricité,208020
2006-01-01,Gaz,104420
2006-01-01,Charbon,6520
2006-01-01,Energie du bois,32600
2006-01-01,Chaleur à distance,15720
2006-01-01,Déchets industriels,10990
2006-01-01,Carburants biogènes,340
2006-01-01,Biogaz,1470
2006-01-01,Soleil,840
2006-01-01,Chaleur ambiante,6330
2007-01-01,Combustibles,180730
2007-01-01,Carburants,289330
2007-01-01,Electricité,206760
2007-01-01,Gaz,102180
2007-01-01,Charbon,7300
2007-01-01,Energie du bois,31720
2007-01-01,Chaleur à distance,14670
2007-01-01,Déchets industriels,10600
2007-01-01,Carburants biogènes,450
2007-01-01,Biogaz,1500
2007-01-01,Soleil,920
2007-01-01,Chaleur ambiante,6840
2008-01-01,Combustibles,188230
2008-01-01,Carburants,298420
2008-01-01,Electricité,211420
2008-01-01,Gaz,108880
2008-01-01,Charbon,6560
2008-01-01,Energie du bois,35900
2008-01-01,Chaleur à distance,15260
2008-01-01,Déchets industriels,11130
2008-01-01,Carburants biogènes,490
2008-01-01,Biogaz,1510
2008-01-01,Soleil,1050
2008-01-01,Chaleur ambiante,8150
2009-01-01,Combustibles,182080
2009-01-01,Carburants,293450
2009-01-01,Electricité,206980
2009-01-01,Gaz,104530
2009-01-01,Charbon,6190
2009-01-01,Energie du bois,37160
2009-01-01,Chaleur à distance,15120
2009-01-01,Déchets industriels,9510
2009-01-01,Carburants biogènes,350
2009-01-01,Biogaz,1500
2009-01-01,Soleil,1240
2009-01-01,Chaleur ambiante,8960
2010-01-01,Combustibles,190410
2010-01-01,Carburants,295080
2010-01-01,Electricité,215230
2010-01-01,Gaz,115940
2010-01-01,Charbon,6210
2010-01-01,Energie du bois,40930
2010-01-01,Chaleur à distance,17030
2010-01-01,Déchets industriels,10040
2010-01-01,Carburants biogènes,420
2010-01-01,Biogaz,1580
2010-01-01,Soleil,1450
2010-01-01,Chaleur ambiante,10850
2011-01-01,Combustibles,150850
2011-01-01,Carburants,296590
2011-01-01,Electricité,210960
2011-01-01,Gaz,104210
2011-01-01,Charbon,5740
2011-01-01,Energie du bois,35620
2011-01-01,Chaleur à distance,15660
2011-01-01,Déchets industriels,10510
2011-01-01,Carburants biogènes,450
2011-01-01,Biogaz,1670
2011-01-01,Soleil,1660
2011-01-01,Chaleur ambiante,10420
2012-01-01,Combustibles,161130
2012-01-01,Carburants,299850
2012-01-01,Electricité,212300
2012-01-01,Gaz,114320
2012-01-01,Charbon,5170
2012-01-01,Energie du bois,39440
2012-01-01,Chaleur à distance,16650
2012-01-01,Déchets industriels,10650
2012-01-01,Carburants biogènes,520
2012-01-01,Biogaz,1750
2012-01-01,Soleil,1850
2012-01-01,Chaleur ambiante,12190
2013-01-01,Combustibles,168460
2013-01-01,Carburants,299770
2013-01-01,Electricité,213560
2013-01-01,Gaz,120790
2013-01-01,Charbon,5570
2013-01-01,Energie du bois,43460
2013-01-01,Chaleur à distance,17580
2013-01-01,Déchets industriels,10800
2013-01-01,Carburants biogènes,480
2013-01-01,Biogaz,1740
2013-01-01,Soleil,2040
2013-01-01,Chaleur ambiante,13630
2014-01-01,Combustibles,127550
2014-01-01,Carburants,298260
2014-01-01,Electricité,206880
2014-01-01,Gaz,107130
2014-01-01,Charbon,5700
2014-01-01,Energie du bois,36730
2014-01-01,Chaleur à distance,15980
2014-01-01,Déchets industriels,12320
2014-01-01,Carburants biogènes,870
2014-01-01,Biogaz,1750
2014-01-01,Soleil,2210
2014-01-01,Chaleur ambiante,12620
2015-01-01,Combustibles,133890
2015-01-01,Carburants,290530
2015-01-01,Electricité,209690
2015-01-01,Gaz,112930
2015-01-01,Charbon,5210
2015-01-01,Energie du bois,39150
2015-01-01,Chaleur à distance,18140
2015-01-01,Déchets industriels,10610
2015-01-01,Carburants biogènes,2070
2015-01-01,Biogaz,1740
2015-01-01,Soleil,2360
2015-01-01,Chaleur ambiante,14400
2016-01-01,Combustibles,136350
2016-01-01,Carburants,291820
2016-01-01,Electricité,209660
2016-01-01,Gaz,117240
2016-01-01,Charbon,4790
2016-01-01,Energie du bois,42320
2016-01-01,Chaleur à distance,19350
2016-01-01,Déchets industriels,11210
2016-01-01,Carburants biogènes,3560
2016-01-01,Biogaz,1740
2016-01-01,Soleil,2460
2016-01-01,Chaleur ambiante,15930
2017-01-01,Combustibles,127930
2017-01-01,Carburants,290100
2017-01-01,Electricité,210540
2017-01-01,Gaz,118910
2017-01-01,Charbon,4610
2017-01-01,Energie du bois,42720
2017-01-01,Chaleur à distance,19790
2017-01-01,Déchets industriels,11220
2017-01-01,Carburants biogènes,5520
2017-01-01,Biogaz,1740
2017-01-01,Soleil,2530
2017-01-01,Chaleur ambiante,16650
2018-01-01,Combustibles,115630
2018-01-01,Carburants,294300
2018-01-01,Electricité,207530
2018-01-01,Gaz,112310
2018-01-01,Charbon,4290
2018-01-01,Energie du bois,40450
2018-01-01,Chaleur à distance,19360
2018-01-01,Déchets industriels,11070
2018-01-01,Carburants biogènes,7520
2018-01-01,Biogaz,1840
2018-01-01,Soleil,2600
2018-01-01,Chaleur ambiante,16350
2019-01-01,Combustibles,112310
2019-01-01,Carburants,294360
2019-01-01,Electricité,205910
2019-01-01,Gaz,115210
2019-01-01,Charbon,3810
2019-01-01,Energie du bois,41080
2019-01-01,Chaleur à distance,21530
2019-01-01,Déchets industriels,11670
2019-01-01,Carburants biogènes,7800
2019-01-01,Biogaz,1890
2019-01-01,Soleil,2640
2019-01-01,Chaleur ambiante,18020
2020-01-01,Combustibles,101110
2020-01-01,Carburants,226720
2020-01-01,Electricité,200570
2020-01-01,Gaz,112900
2020-01-01,Charbon,3660
2020-01-01,Energie du bois,39860
2020-01-01,Chaleur à distance,21050
2020-01-01,Déchets industriels,11610
2020-01-01,Carburants biogènes,7260
2020-01-01,Biogaz,1840
2020-01-01,Soleil,2660
2020-01-01,Chaleur ambiante,18670
2021-01-01,Combustibles,111710
2021-01-01,Carburants,233210
2021-01-01,Electricité,209210
2021-01-01,Gaz,122280
2021-01-01,Charbon,3700
2021-01-01,Energie du bois,46390
2021-01-01,Chaleur à distance,23090
2021-01-01,Déchets industriels,12030
2021-01-01,Carburants biogènes,6570
2021-01-01,Biogaz,1890
2021-01-01,Soleil,2660
2021-01-01,Chaleur ambiante,21970
